Posted Date,Tran Date,Description,Card,Amount,Balance
1/23/2023,1/21/2023,AMZN Mktp US*LJ5W19AZ3 Amzn.com/bill WA,6918,($43.98),--
1/20/2023,1/20/2023,ATM CASH ADVANCE FEE,6918,($0.50),--
1/23/2023,1/20/2023,MAJORIAS COMMERCE REST NEW ORLEANS LA,6918,($4.30),--
1/23/2023,1/20/2023,TACKLEBOX NEW ORLEANS LA,6918,($8.61),--
1/23/2023,1/20/2023,TACKLEBOX NEW ORLEANS LA,6918,($10.81),--
1/23/2023,1/20/2023,RAZZOO BAR PATIO NEW ORLEANS LA,6918,($10.84),--
1/23/2023,1/20/2023,BIG EASY OF ST LOUIS NEW ORLEANS LA,6918,($13.00),--
1/23/2023,1/20/2023,NATIONAL WWII MUSEUM TIC NEW ORLEANS LA,6918,($14.62),--
1/23/2023,1/20/2023,DAIQUIRIS DELIGHT SHOP NEW ORLEANS LA,6918,($14.74),--
1/23/2023,1/20/2023,TST* BOURBON STREET DRINK NEW ORLEANS LA,6918,($15.60),--
1/23/2023,1/20/2023,NATIONAL WWII MUSEUM TIC NEW ORLEANS LA,6918,($39.70),--
1/23/2023,1/20/2023,GALLIER'S RESTAURANT NEW ORLEANS LA,6918,($55.18),--
1/23/2023,1/20/2023,SQ *LA HABANA HEMINGWAY C New Orleans LA,6918,($123.09),--
1/23/2023,1/19/2023,SLC TRIP ADVISOR SHOP SALT LAKE CIT UT,6918,($7.53),--
1/25/2023,1/19/2023,RENAISSANCE HOTELS PER NEW ORLEANS LA,6918,($10.95),--
1/23/2023,1/19/2023,WILLIE'S 632 BOURBON 504-3888852 LA,6918,($18.39),--
1/20/2023,1/19/2023,217 BOURBON ST. NEW ORLEANS LA,6918,($65.75),--
1/20/2023,1/19/2023,SQ *LA HABANA HEMINGWAY C New Orleans LA,6918,($143.00),--
1/20/2023,1/19/2023,AMZN Mktp US*9I9J55JX3 Amzn.com/bill WA,6918,($489.00),--
1/19/2023,1/18/2023,KFC C748019 BEAVERTON OR,6918,($16.68),--
1/20/2023,1/18/2023,FRED-MEYER #0482 BEAVERTON OR,6918,($48.47),--
1/19/2023,1/18/2023,PETSMART # 0384 BEAVERTON OR,6918,($48.52),--
1/19/2023,1/18/2023,BEST BUY 00004515 BEAVERTON OR,6918,($49.98),--
1/18/2023,1/18/2023,NFCU ONLINE CASH ADVANCE VIENNA VA,6918,"($3,500.00)",--
1/17/2023,1/16/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($8.40),--
1/16/2023,1/15/2023,SUPERPLAY BEAVERTON OR,6918,($27.00),--
1/16/2023,1/15/2023,SUPERPLAY BEAVERTON OR,6918,($49.75),--
1/16/2023,1/15/2023,MCMENAMINS CEDAR HILLS BEAVERTON OR,6918,($63.00),--
1/13/2023,1/13/2023,MOB PAYMENT RECEIVED,6918,"$6,800.00 ",--
1/16/2023,1/13/2023,F15 CAFE ALOHA OR,6918,($6.49),--
1/13/2023,1/12/2023,F15 CAFE ALOHA OR,6918,($6.71),--
1/12/2023,1/11/2023,DNH*GODADDY.COM 480-5058855 AZ,6918,($3.17),--
1/12/2023,1/11/2023,SPOTIFY 877-778-1161 NY,6918,($9.99),--
1/11/2023,1/11/2023,Amazon Prime*Q48LJ19R3 Amzn.com/bill WA,6918,($14.99),--
1/13/2023,1/11/2023,VEGGIE GRILL - 8 BEAV 503-3502369 OR,6918,($33.10),--
1/11/2023,1/9/2023,REEDVILLE CAFE 503-6429898 OR,6918,($20.00),--
1/10/2023,1/9/2023,TRIPLE 7 STATION BEAVERTON OR,6918,($40.00),--
1/9/2023,1/8/2023,HYATT REGENCY JFK 7182152865 NY,6918,$0.01 ,--
1/9/2023,1/8/2023,GOOGLE *YouTubePremium g.co/helppay# CA,6918,($7.92),--
1/9/2023,1/8/2023,PETSMART # 0384 BEAVERTON OR,6918,($12.74),--
1/9/2023,1/7/2023,HYATT REGENCY JFK 7182152865 NY,6918,($0.01),--
1/9/2023,1/7/2023,KFC C748019 BEAVERTON OR,6918,($28.06),--
1/9/2023,1/7/2023,PDX AIRPORT PARKING PORTLAND OR,6918,($102.00),--
1/9/2023,1/6/2023,TA #6 COLUMBIA NJ COLUMBIA NJ,6918,($4.63),--
1/9/2023,1/6/2023,TA #6 COLUMBIA FASTFO COLUMBIA NJ,6918,($10.65),--
1/9/2023,1/6/2023,PAR*DIBELLA'S SUBS - 151 EAST SYRACUSE NY,6918,($15.86),--
1/9/2023,1/6/2023,EXXONMOBIL 47953575 COLUMBIA NJ,6918,($37.77),--
1/6/2023,1/6/2023,INTEREST CHARGE-CASH ADVA NCES,6918,($57.31),--
1/6/2023,1/6/2023,INTEREST CHARGE-PURCHASES,6918,($130.85),--
1/6/2023,1/5/2023,NICK S PIZZA SYRACUSE NY,6918,($14.07),--
1/9/2023,1/5/2023,EMBASSY SUITES F&B - E S E SYRACUSE NY,6918,($27.28),--
1/9/2023,1/5/2023,RUBY TUESDAY 5139 EAST SYRACUSE NY,6918,($34.66),--
1/4/2023,1/4/2023,MOB PAYMENT RECEIVED,6918,"$7,000.00 ",--
1/6/2023,1/4/2023,BULL & BEAR ROADHOUS 315-4372855 NY,6918,($22.41),--
1/6/2023,1/4/2023,EMBASSY SUITES F&B - E S E SYRACUSE NY,6918,($52.12),--
1/5/2023,1/4/2023,YSI*Pallas Apartment Home 503-6055000 OR,6918,"($3,148.76)",--
1/4/2023,1/3/2023,7-ELEVEN 34135 BEAVERTON OR,6918,($8.98),--
1/5/2023,1/3/2023,BURGERVILLE - 46 - PDX AI PORTLAND OR,6918,($16.27),--
1/4/2023,1/3/2023,PORTLAND GENERAL ELECTRIC 800-542-8818 OR,6918,($250.60),--
1/3/2023,1/2/2023,NEW SEASONS MARKET BEAVERTON OR,6918,($23.93),--
1/3/2023,1/2/2023,PETSMART # 0384 BEAVERTON OR,6918,($45.96),--
1/3/2023,1/2/2023,BNC SERVICES 800-325-3252 MO,6918,($56.25),--
1/3/2023,1/2/2023,Microsoft*Store 425-6816830 WA,6918,($99.99),--
1/2/2023,1/1/2023,Prime Video*OD7XT7MG3 888-802-3080 WA,6918,($1.99),--
1/2/2023,1/1/2023,TST* BEER STUBE GOVERNMENT CA OR,6918,($18.00),--
1/2/2023,1/1/2023,TST* STARLIGHT LODGE GOVERNMENT CA OR,6918,($31.00),--
1/2/2023,1/1/2023,FRED-MEYER #0143 HILLSBORO OR,6918,($126.44),--
1/2/2023,1/1/2023,LOWES #01558* HILLSBORO OR,6918,($127.95),--
1/2/2023,12/31/2022,BEST LOCKERS MT HOOD GOVERNMENT CA OR,6918,($7.00),--
1/2/2023,12/31/2022,CHICK-FIL-A #04048 BEAVERTON OR,6918,($19.44),--
1/2/2023,12/31/2022,SUPERPLAY BEAVERTON OR,6918,($29.35),--
1/2/2023,12/31/2022,SUPERPLAY BEAVERTON OR,6918,($36.75),--
1/2/2023,12/31/2022,MT HOOD SKIBOWL 503-2723206 OR,6918,($40.00),--
1/2/2023,12/31/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($46.86),--
1/2/2023,12/31/2022,MT HOOD SKIBOWL 503-2723206 OR,6918,($49.00),--
1/2/2023,12/31/2022,MT HOOD SKIBOWL 503-2723206 OR,6918,($51.00),--
1/2/2023,12/31/2022,MT HOOD SKIBOWL 503-2723206 OR,6918,($74.00),--
1/2/2023,12/31/2022,SKI SCHOOL AND RENTALS GOVERNMENT CA OR,6918,($86.00),--
1/2/2023,12/31/2022,DICKS SPORTING GOODS#342 TIGARD OR,6918,($161.98),--
1/2/2023,12/30/2022,THE HOME DEPOT #4001 PORTLAND OR,6918,($19.26),--
1/2/2023,12/30/2022,SUPERPLAY - KIOSK BEAVERTON OR,6918,($20.00),--
1/2/2023,12/30/2022,TMOBILE*AUTO PAY 800-937-8997 WA,6918,($145.84),--
12/30/2022,12/29/2022,FRED M FUEL #9482 Q76 BEAVERTON OR,6918,($46.74),--
12/30/2022,12/29/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($141.12),--
12/30/2022,12/28/2022,THE HOME DEPOT #4001 PORTLAND OR,6918,$143.12 ,--
12/30/2022,12/28/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($189.38),--
12/30/2022,12/28/2022,HILTON ADVPURCH8002367113 MEMPHIS TN,6918,"($1,503.97)",--
12/28/2022,12/27/2022,FDY RED MANGO CLT CHARLOTTE NC,6918,($4.32),--
12/28/2022,12/27/2022,WHICH WICH #825 HILLSBORO OR,6918,($11.95),--
12/28/2022,12/27/2022,TACO BELL #2253 BEAVERTON OR,6918,($16.85),--
12/28/2022,12/27/2022,TRIPLE 7 STATION BEAVERTON OR,6918,($20.00),--
12/28/2022,12/27/2022,AMAZON.COM*1Q9L91T13 AMZN AMZN.COM/BILL WA,6918,($30.23),--
12/28/2022,12/27/2022,PDX AIRPORT PARKING PORTLAND OR,6918,($123.00),--
12/28/2022,12/26/2022,CHICK-FIL-A #0849 GREENSBORO NC,6918,($15.08),--
12/27/2022,12/26/2022,BOJANGLES 1020 704-5236605 NC,6918,($20.97),--
12/28/2022,12/26/2022,EXXONMOBIL 99070567 CHARLOTTE NC,6918,($22.83),--
12/28/2022,12/26/2022,MOE'S SOUTHWEST GRILL 29 CONCORD NC,6918,($31.97),--
12/27/2022,12/26/2022,NATIONAL CAR RENTAL CHARLOTTE NC,6918,($342.11),--
12/26/2022,12/24/2022,HOBBY LOBBY #315 GREENSBORO NC,6918,($5.95),--
12/26/2022,12/24/2022,HARRIS TEETER #0216 WINSTON SALEM NC,6918,($8.77),--
12/26/2022,12/24/2022,CVS/PHARMACY #04135 GREENSBORO NC,6918,($17.22),--
12/26/2022,12/24/2022,SHEETZ 0366 00003665 GREENSBORO NC,6918,($23.37),--
12/26/2022,12/24/2022,TARGET 00010785 GREENSBORO NC,6918,($27.76),--
12/26/2022,12/24/2022,NOODLES & CO 9026 GREENSBORO NC,6918,($32.40),--
12/27/2022,12/24/2022,EXXONMOBIL 48158091 GREENSBORO NC,6918,($41.29),--
12/26/2022,12/23/2022,HARRIS TEETER #0033 GREENSBORO NC,6918,($20.58),--
12/26/2022,12/23/2022,CORELIFE EATERY GREENSBORO NC,6918,($33.52),--
12/26/2022,12/23/2022,HARRIS TEETER #0280 GREENSBORO NC,6918,($35.67),--
12/26/2022,12/22/2022,SHEETZ 0460 00004606 GREENSBORO NC,6918,($3.24),--
12/23/2022,12/22/2022,0786-POOR YOUR NW TRAV PORTLAND OR,6918,($5.88),--
12/23/2022,12/22/2022,TACO BELL #2253 BEAVERTON OR,6918,($6.27),--
12/23/2022,12/22/2022,HARRIS TEETER #0280 GREENSBORO NC,6918,($12.02),--
12/26/2022,12/22/2022,MOE'S SOUTHWEST GRILL 29 CONCORD NC,6918,($12.39),--
12/23/2022,12/22/2022,POPEYES 11336 CONCORD NC,6918,($12.89),--
12/22/2022,12/22/2022,THEMARKETST1789 PORTLAND OR,6918,($14.96),--
12/26/2022,12/22/2022,GOLDEN CHINA GREENSBORO NC,6918,($16.75),--
12/23/2022,12/21/2022,JERSEY MIKES 32001 BEAVERTON OR,6918,($10.99),--
12/23/2022,12/21/2022,7-ELEVEN 38537 HILLSBORO OR,6918,($21.58),--
12/23/2022,12/21/2022,THE HOME DEPOT 4001 PORTLAND OR,6918,($402.30),--
12/22/2022,12/20/2022,THE HOME DEPOT #4001 PORTLAND OR,6918,($12.97),--
12/20/2022,12/19/2022,AMZN Mktp US*3N5LJ79K3 Amzn.com/bill WA,6918,($17.90),--
12/20/2022,12/19/2022,SQ *MR BENTO BURGER OS Hillsboro OR,6918,($17.95),--
12/21/2022,12/19/2022,THE HOME DEPOT 4018 BEAVERTON OR,6918,($239.73),--
12/20/2022,12/19/2022,BEST BUY 00004515 BEAVERTON OR,6918,($567.97),--
12/20/2022,12/18/2022,TST* Killer Burger - Ceda Beaverton OR,6918,($31.60),--
12/19/2022,12/18/2022,ROVER.COM mikejessicaco OR,6918,($353.10),--
12/19/2022,12/17/2022,"TIDERMAN ENTERPRISES, LL BEAVERTON OR",6918,$150.00 ,--
12/19/2022,12/17/2022,SUPERPLAY BEAVERTON OR,6918,($24.50),--
12/19/2022,12/17/2022,MOD PIZZA CEDAR HILLS BEAVERTON OR,6918,($27.20),--
12/19/2022,12/17/2022,SUPERPLAY BEAVERTON OR,6918,($34.35),--
12/19/2022,12/17/2022,"TIDERMAN ENTERPRISES, LL BEAVERTON OR",6918,($150.00),--
12/19/2022,12/16/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($7.59),--
12/19/2022,12/16/2022,TRIPLE 7 STATION BEAVERTON OR,6918,($20.00),--
12/19/2022,12/16/2022,TST* Killer Burger - Ceda Beaverton OR,6918,($34.85),--
12/19/2022,12/16/2022,THE HOME DEPOT 4001 PORTLAND OR,6918,($204.81),--
12/19/2022,12/15/2022,CHICK-FIL-A #04048 BEAVERTON OR,6918,($13.06),--
12/16/2022,12/15/2022,ZIPLY FIBER * INTERNET 866-699-4759 WA,6918,($210.28),--
12/15/2022,12/14/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($7.58),--
12/15/2022,12/14/2022,AMZN Mktp US*7W85W2EJ3 Amzn.com/bill WA,6918,($84.79),--
12/14/2022,12/13/2022,YUKI S JAPANESE RESTAURAN HILLSBORO OR,6918,($16.50),--
12/14/2022,12/13/2022,AMZN Mktp US*FN6BK1FB3 Amzn.com/bill WA,6918,($52.98),--
12/13/2022,12/13/2022,NFCU ONLINE CASH ADVANCE VIENNA VA,6918,"($1,200.00)",--
12/13/2022,12/12/2022,MICHAELS STORES 8502 BEAVERTON OR,6918,($36.38),--
12/12/2022,12/11/2022,Amazon Prime*S04K72JY3 Amzn.com/bill WA,6918,($14.99),--
12/12/2022,12/11/2022,NEW SEASONS MARKET BEAVERTON OR,6918,($33.45),--
12/12/2022,12/11/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($214.15),--
12/12/2022,12/10/2022,MOB PAYMENT RECEIVED,6918,"$7,500.00 ",--
12/12/2022,12/10/2022,7-ELEVEN 34135 BEAVERTON OR,6918,($6.99),--
12/12/2022,12/10/2022,OUTBACK 3811 PORTLAND OR,6918,($80.94),--
12/12/2022,12/9/2022,SQ *SALT & STRAW Beaverton OR,6918,($20.40),--
12/12/2022,12/8/2022,JERSEY MIKES 32001 BEAVERTON OR,6918,($10.38),--
12/9/2022,12/8/2022,SQ *MR BENTO BURGER OS Hillsboro OR,6918,($17.95),--
12/8/2022,12/8/2022,INTEREST CHARGE-CASH ADVA NCES,6918,($45.63),--
12/8/2022,12/8/2022,INTEREST CHARGE-PURCHASES,6918,($128.27),--
12/9/2022,12/7/2022,INTEL RA4 CAFE HILLSBORO OR,6918,($8.44),--
12/7/2022,12/6/2022,EL MAGUEY GRILL INC HILLSBORO OR,6918,($18.24),--
12/7/2022,12/6/2022,TRIPLE 7 STATION BEAVERTON OR,6918,($40.00),--
12/6/2022,12/5/2022,SQ *MR BENTO BURGER OS Hillsboro OR,6918,($17.95),--
12/5/2022,12/4/2022,Prime Video *531HH83K3 888-802-3080 WA,6918,($3.99),--
12/6/2022,12/4/2022,TACO BELL #2253 BEAVERTON OR,6918,($16.92),--
12/5/2022,12/4/2022,NEW SEASONS MARKET BEAVERTON OR,6918,($54.61),--
12/5/2022,12/4/2022,TUESDAY MORNING # 0395 PORTLAND OR,6918,($59.99),--
12/5/2022,12/4/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($255.06),--
12/5/2022,12/3/2022,OLIVE GARDEN 00012138 BEAVERTON OR,6918,($53.36),--
12/5/2022,12/2/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($41.45),--
12/1/2022,12/1/2022,Prime Video*5D0VF7NJ3 888-802-3080 WA,6918,($1.99),--
12/2/2022,12/1/2022,TSIUSA FEE WENDLE 214-9159000 TX,6918,($10.00),--
12/1/2022,12/1/2022,SQ *KURA REVOLVING SUSHI gosq.com CA,6918,($33.56),--
12/2/2022,12/1/2022,PDX AIRPORT PARKING PORTLAND OR,6918,($93.00),--
12/2/2022,12/1/2022,PORTLAND GENERAL ELECTRIC 800-542-8818 OR,6918,($114.91),--
12/5/2022,12/1/2022,SOUTHWES 5262193262559 800-435-9792 TX,6918,($225.98),--
12/2/2022,12/1/2022,NATIONAL CAR RENTAL SAN JOSE CA,6918,($314.07),--
12/5/2022,12/1/2022,HYATT HOUSE SAN JOSE SAN JOSE CA,6918,($781.66),--
12/1/2022,11/30/2022,CVS/PHARMACY #00422 SAN JOSE CA,6918,($8.29),--
12/2/2022,11/30/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
12/1/2022,11/29/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
11/30/2022,11/29/2022,PANDA EXPRESS #1937 SAN JOSE CA,6918,($13.23),--
11/30/2022,11/29/2022,TMOBILE*AUTO PAY 800-937-8997 WA,6918,($145.84),--
11/29/2022,11/28/2022,CVS/PHARMACY #00422 SAN JOSE CA,6918,($6.99),--
11/30/2022,11/28/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
11/29/2022,11/28/2022,CKE*FISH IS WILD FISH GRI PINECREST CA,6918,($24.39),--
11/30/2022,11/28/2022,ALASKA AIR 0272318353641 SEATTLE WA,6918,($30.00),--
11/29/2022,11/27/2022,TACO BELL #2253 BEAVERTON OR,6918,($8.46),--
11/29/2022,11/27/2022,ALASKA AIR 0277873359349 SEATTLE WA,6918,($225.60),--
11/29/2022,11/27/2022,ALASKA AIR 0277873359350 SEATTLE WA,6918,($225.60),--
11/28/2022,11/26/2022,TACO BELL #032947 PORTLAND OR,6918,($17.74),--
11/28/2022,11/26/2022,THE HOME DEPOT #4001 PORTLAND OR,6918,($38.28),--
11/28/2022,11/26/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($67.60),--
11/28/2022,11/26/2022,VENMO 855-812-4430 NY,6918,($476.89),--
11/28/2022,11/25/2022,THE HOME DEPOT #4018 BEAVERTON OR,6918,$17.98 ,--
11/28/2022,11/25/2022,MICHAELS STORES 8502 BEAVERTON OR,6918,($66.64),--
11/28/2022,11/25/2022,SQ *FURROW FARM HILLSBORO OR,6918,($83.00),--
11/28/2022,11/25/2022,HOMEGOODS #433 BEAVERTON OR,6918,($104.99),--
11/28/2022,11/25/2022,LOWES #01108* TIGARD OR,6918,($134.08),--
11/28/2022,11/25/2022,TARGET 00003442 BEAVERTON OR,6918,($209.28),--
11/28/2022,11/25/2022,THE HOME DEPOT 4001 PORTLAND OR,6918,($294.71),--
11/25/2022,11/23/2022,OLCC STORE 1253 BEAVERTON OR,6918,($15.45),--
11/25/2022,11/23/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($48.03),--
11/25/2022,11/23/2022,NEW SEASONS MARKET BEAVERTON OR,6918,($83.68),--
11/25/2022,11/22/2022,CHICK-FIL-A #04048 BEAVERTON OR,6918,($16.75),--
11/23/2022,11/22/2022,AMAZON.COM*HW1MW2NW1 AMZN AMZN.COM/BILL WA,6918,($28.95),--
11/22/2022,11/21/2022,AMZN Mktp US*HW0U59LK0 Amzn.com/bill WA,6918,($14.99),--
11/22/2022,11/21/2022,POPEYES 11494 ALOHA OR,6918,($14.99),--
11/22/2022,11/21/2022,AMZN Mktp US*HW9407L30 Amzn.com/bill WA,6918,($21.99),--
11/21/2022,11/20/2022,BAJA FRESH #30598 BEAVERTON OR,6918,($13.29),--
11/21/2022,11/20/2022,WHOLEFDS TAN 10327 HILLSBORO OR,6918,($37.31),--
11/22/2022,11/20/2022,THE HOME DEPOT 4001 PORTLAND OR,6918,($80.97),--
11/21/2022,11/20/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($283.41),--
11/21/2022,11/19/2022,7-ELEVEN 34135 BEAVERTON OR,6918,($7.29),--
11/21/2022,11/19/2022,SQ *GERALDI'S ITALIAN SAN gosq.com OR,6918,($15.75),--
11/18/2022,11/18/2022,MOB PAYMENT RECEIVED,6918,"$5,000.00 ",--
11/21/2022,11/18/2022,MIO SUSHI BEAVERTON BEAVERTON OR,6918,($58.35),--
11/21/2022,11/18/2022,SQ *STUMPTOWN ESCAP 877-417-4551 OR,6918,($69.98),--
11/21/2022,11/18/2022,TRIPLE 7 STATION BEAVERTON OR,6918,($75.00),--
11/17/2022,11/16/2022,76 - CIVIC CENTER 76 SAN JOSE CA,6918,($16.97),--
11/18/2022,11/16/2022,ALASKA AIR 0272317342799 SEATTLE WA,6918,($30.00),--
11/17/2022,11/16/2022,PDX AIRPORT PARKING PORTLAND OR,6918,($69.00),--
11/18/2022,11/16/2022,ALASKA AIR 0277871603151 SEATTLE WA,6918,($225.60),--
11/17/2022,11/16/2022,SOUTHWES 5262187761436 800-435-9792 TX,6918,($225.98),--
11/17/2022,11/16/2022,NATIONAL CAR RENTAL SAN JOSE CA,6918,($235.48),--
11/18/2022,11/16/2022,HYATT REGENCY SANTA CLAR SANTA CLARA CA,6918,($537.58),--
11/17/2022,11/15/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.28),--
11/16/2022,11/14/2022,0792-POOR YOUR NW TRAV PORTLAND OR,6918,($5.39),--
11/16/2022,11/14/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
11/16/2022,11/14/2022,ALASKA AIR 0272317122976 SEATTLE WA,6918,($30.00),--
11/16/2022,11/14/2022,TARGET 00025817 SAN JOSE CA,6918,($35.71),--
11/14/2022,11/13/2022,TACO BELL #2253 BEAVERTON OR,6918,($14.86),--
11/15/2022,11/13/2022,1830 GREAT CLIPS AT WALKE BEAVERTON OR,6918,($19.04),--
11/14/2022,11/13/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($132.67),--
11/14/2022,11/13/2022,HYATT REGENCY SANTA CLAR 8885884384 CA,6918,($271.51),--
11/14/2022,11/12/2022,TACO BELL #032947 PORTLAND OR,6918,($5.38),--
11/14/2022,11/12/2022,AUTOZONE #3705 PORTLAND OR,6918,($16.98),--
11/14/2022,11/12/2022,THE HOME DEPOT #4001 PORTLAND OR,6918,($19.75),--
11/14/2022,11/12/2022,PASTINI CEDAR HILLS BEAVERTON OR,6918,($54.87),--
11/14/2022,11/12/2022,ALASKA AIR 0277871020647 SEATTLE WA,6918,($309.98),--
11/14/2022,11/11/2022,WASHINGTON PARK PARKING PORTLAND OR,6918,($8.00),--
11/14/2022,11/11/2022,Amazon Prime*HB2ND50G1 Amzn.com/bill WA,6918,($14.99),--
11/14/2022,11/11/2022,IHOP #3294 MILPITAS CA,6918,($22.54),--
11/14/2022,11/11/2022,2LEVY AT OMZ 510-383-4100 OR,6918,($31.50),--
11/14/2022,11/11/2022,PDX AIRPORT PARKING PORTLAND OR,6918,($96.00),--
11/11/2022,11/10/2022,IN N OUT BURGER 176 SANTA CLARA CA,6918,($10.48),--
11/11/2022,11/10/2022,DAVE & BUSTER'S #24 MILPITAS CA,6918,($28.84),--
11/14/2022,11/10/2022,ALASKA AIR 0272316854449 SEATTLE WA,6918,($30.00),--
11/14/2022,11/10/2022,SOUTHWES 5262186116206 800-435-9792 TX,6918,($225.98),--
11/14/2022,11/10/2022,HYATT REGENCY SANTA CLAR SANTA CLARA CA,6918,"($1,080.60)",--
11/11/2022,11/9/2022,HYATT REGENCY SANTACL F& SANTA CLARA CA,6918,($11.83),--
11/8/2022,11/8/2022,MOB PAYMENT RECEIVED,6918,"$3,000.00 ",--
11/10/2022,11/8/2022,ERIKS DELICAFE - MILPITAS MILPITAS CA,6918,($14.53),--
11/8/2022,11/8/2022,INTEREST CHARGE-CASH ADVA NCES,6918,($14.68),--
11/10/2022,11/8/2022,HYATT REGENCY SANTACL F& SANTA CLARA CA,6918,($84.61),--
11/10/2022,11/8/2022,SWAGELOK NORTHERN CALIFO 510-933-2500 CA,6918,($91.64),--
11/9/2022,11/7/2022,0792-POOR YOUR NW TRAV PORTLAND OR,6918,($5.09),--
11/9/2022,11/7/2022,IN N OUT BURGER 115 MILPITAS CA,6918,($10.50),--
11/9/2022,11/7/2022,ALASKA AIR 0272316563534 SEATTLE WA,6918,($30.00),--
11/8/2022,11/7/2022,Steam Purchase 425-9522985 WA,6918,($39.99),--
11/9/2022,11/7/2022,HYATT REGENCY SANTACL F& SANTA CLARA CA,6918,($42.02),--
11/8/2022,11/7/2022,BEST BUY 00001420 MILPITAS CA,6918,($44.80),--
11/7/2022,11/6/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($78.87),--
11/7/2022,11/5/2022,KILLER BURGER 114 HTTPSORDER.KI OR,6918,($13.95),--
11/7/2022,11/5/2022,THE HOME DEPOT #4001 PORTLAND OR,6918,($22.94),--
11/7/2022,11/5/2022,NEXT LEVEL PINBALL SHOP HILLSBORO OR,6918,($40.00),--
11/7/2022,11/5/2022,SQ *MR BENTO BURGER OS Hillsboro OR,6918,($41.95),--
11/7/2022,11/4/2022,TST* Killer Burger - Ceda Beaverton OR,6918,($2.50),--
11/7/2022,11/4/2022,TSIUSA FEE WENDLE 214-9159000 TX,6918,($10.00),--
11/4/2022,11/4/2022,PLAYSTATION NETWORK 800-345-7669 CA,6918,($99.99),--
11/7/2022,11/4/2022,ALASKA AIR 0277869344217 SEATTLE WA,6918,($225.60),--
11/7/2022,11/4/2022,ALASKA AIR 0277869344214 SEATTLE WA,6918,($258.60),--
11/2/2022,11/2/2022,ATM CASH ADVANCE FEE,6918,($0.50),--
11/1/2022,11/1/2022,Prime Video 888-802-3080 WA,6918,$10.99 ,--
11/2/2022,11/1/2022,F15 CAFE ALOHA OR,6918,($8.70),--
11/3/2022,11/1/2022,TST* Killer Burger - Ceda Beaverton OR,6918,($31.35),--
11/2/2022,11/1/2022,2905 SW CEDAR HILLS BEAVERTON OR,6918,($42.50),--
11/2/2022,11/1/2022,PORTLAND GENERAL ELECTRIC 800-542-8818 OR,6918,($105.90),--
11/1/2022,11/1/2022,NFCU ONLINE CASH ADVANCE VIENNA VA,6918,"($3,000.00)",--
11/1/2022,10/31/2022,POPEYES 11494 ALOHA OR,6918,($14.39),--
10/31/2022,10/30/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($3.81),--
10/31/2022,10/30/2022,SQ *GUADALUPE'S KITCHEN Saint Helens OR,6918,($33.00),--
10/31/2022,10/30/2022,TMOBILE*AUTO PAY 800-937-8997 WA,6918,($226.72),--
10/31/2022,10/29/2022,Prime Video *H01055DN0 888-802-3080 WA,6918,($1.99),--
10/31/2022,10/29/2022,Prime Video*H05CJ7MX1 888-802-3080 WA,6918,($10.99),--
10/31/2022,10/29/2022,TACO BELL #2253 BEAVERTON OR,6918,($21.72),--
10/31/2022,10/29/2022,SUSHI CHIYO BEAVERTON OR,6918,($36.35),--
10/31/2022,10/29/2022,BELLA ORGANIC FARM LLC 503-680-2674 OR,6918,($53.00),--
10/31/2022,10/29/2022,FRED M FUEL #9482 Q76 BEAVERTON OR,6918,($77.99),--
10/31/2022,10/29/2022,FRED-MEYER #0482 BEAVERTON OR,6918,($190.75),--
10/31/2022,10/28/2022,BELLA ORGANIC FARM LLC PORTLAND OR,6918,($8.00),--
10/31/2022,10/28/2022,TST* Killer Burger - Ceda Beaverton OR,6918,($31.35),--
10/28/2022,10/27/2022,SQ *ALI PHILLY CHEESESTEA Beaverton OR,6918,($21.24),--
10/27/2022,10/26/2022,ROXY'S ISLAND GRILL IN BEAVERTON OR,6918,($19.50),--
10/27/2022,10/26/2022,AMAZON.COM*H81NL25Z2 AMZN AMZN.COM/BILL WA,6918,($35.69),--
10/26/2022,10/25/2022,F15 CAFE ALOHA OR,6918,($7.98),--
10/27/2022,10/25/2022,TACO BELL #032940 ALOHA OR,6918,($15.05),--
10/26/2022,10/24/2022,BUDDIES SPORTS BAR GRIL ALOHA OR,6918,($23.95),--
